# command:
# git-check-rebase --meta rebase_5.14.0-42.el9_5.14.0-70.13.1.el9.meta --rows-hide-level show_all --columns full rhel9.beta:rh9-5.14.0-42.el9..rh9-5.14.0-42.vz9.15.3 rhel9.rtm:rh9-5.14.0-70.13.1.el9..rh9-5.14.0-70.13.1.vz9.16.1
#

<tag>  rhel9.beta    rhel9.rtm     SUBJECT
match  832b1035ca14  e89f937b6955  fuse/kio_pcs: FIEMAP support
match  bf4323ad0801  6df296a5204f  fuse/kio_pcs/pcs_map: fix process_flush_req lock leakage
match  d450f04f4bf1  f87cc9c47d75  fuse/kio_pcs: read is broken by FIEMAP patch
match  c450fb97b6f3  a4db1efe756c  fuse: pcs_kio cancel requests after fused crash
match  10a6d6160ca1  01517090ba20  fuse/kio_pcs: use kvmalloc for pcs_fuse_cluster allocation
match  0b9f2738fa92  eb319c903853  fuse: Try automatically load kio module
match  dc3959cbdeb7  e69ebcb48090  kio: Stop always breaking connection in pcs_sockio_send() in case of EAGAIN.
match  45224a5f1a4f  588c9fa1229f  fuse kio_pcs: ports from new user-space
match  a23ee8802674  e9daf798e8f1  fuse kio: Do not requeue requests when connection is dead
match  e8d39716dcb2  fa0d31e07f1c  fuse kio: Declare pcs_sockio::parent type
match  61fccb47ac27  0461324dc8be  fuse kio: Cleanup in struct pcs_rpc
match  63f9ac993284  fd401211c31f  fs/fuse kio_pcs: remove s_subtype check
match  301f9e6b0bef  052657ae945f  fuse kio: Introduce fast path protocol version,
match  8324557f3fe5  600aa79fd297  fuse kio: cleanup in token enqueue
match  28bbc65244bf  24c5d78f303e  fuse kio: invalid assertion
match  099b1817f552  2506d5be5106  fuse kio: Remove useless code in pcs_cs_destroy()
match  b8667145ad63  26fdee7b7b8f  fuse kio: Introduce pcs_cs_list_of_cs_link()
match  e3aac30c09d1  acbc6a8d45d3  fuse kio: Fix potential use after free
match  3dd8cbdddd28  f65b27048eb6  fuse kio: Fix possible use after free in cslist_destroy()
match  730e8a6bed94  b58c4ed6dac5  fuse kio: Introduce pcs_cs::use_count instead of ::is_probing
match  c6d415f3ef36  a80b6d2edb27  fuse kio: Wait till cs is unused in pcs_csset_fini()
match  ec0c410b8765  d4850d7c94ab  fuse kio: Change order around pcs_map_notify_addr_change()
match  54f932e03e5e  52186c5a0320  fuse kio: Fix fix deadlock during change CS address
match  fe41f84abe8d  05a290ef7636  fuse kio: Fix dereferencing of NULL cs in map_replicating()
match  f7312d68559e  d8c2ea1666f6  fs/fuse kio_pcs: some cleanup ireq_on_error_()
match  acf3bc28151c  8a355758228e  fuse kio: Handle fuse_map_resolve() failure in pcs_map_queue_resolve()
match  b940c6a0e844  f30b41cdb568  fuse kio: Arrange rcu modifiers around accesses to pcs_cs_link::cs
match  1b0bf6f83ec0  e2e74f2ac161  fuse kio: Use dereferenced cs in cslist_destroy()
match  94332bea6f1e  9b65f860b798  fuse kio: infinite loop in processing congestion queue
match  d31163174c96  6af8547ad236  fs/fuse kio_pcs: move pcs_ireq_queue_fail()
match  7d9948462d09  5747851b3e39  fs/fuse kio_pcs: handle error of submit_size_grow()
match  28a0e7343613  71c6b8bd9f28  fs/fuse: export fuse_release_ff() and __fuse_write_file_get()
match  7fad636a8408  d5f99d2b2912  fs/fuse kio_pcs: pass the file handle for FUSE_SETATTR request
match  f8d5c6e6500b  36caa0686b99  fs/fuse kio_pcs: fix double unlock of m->lock in pcs_map_get_locked()
match  1c0d059853c5  bef0f669fe97  fs/fuse kio_pcs: fix out of bounds roles_str[] array access
match  a210d319d950  c742c541d3f5  fuse kio: Delete excess unlist in pcs_csset_fini()
match  db6da5a7a8bd  5a49976d597d  fuse kio: Do not NULL used pcs_cs_link::cs during connection destruction
match  204bbbf889e1  effb057ee0ea  fs/fuse kio_pcs: fix NULL pointer dereference in cs_keep_waiting()
match  0bcab37c369e  91b6b2379f4c  fs/fuse: remove extra check for empty active_list
match  e91d28885d2b  276337c47781  fuse kio: Wait pending requests on final fput()
match  462151f56967  5e0aaa26debb  fuse kio: Place more pcs_cs_link::cs under rcu dereference
match  56735b9cd7ca  b50db0ce1613  fuse kio: Add comment to fuse_release()
match  91bf07d0bafd  f4b4c7485da1  fuse kio: Add missed spin_lock into sync_timer_work()
match  9ec714364e0a  338b1d901dc6  fuse kio: Fix unbalanced queueing and dequeueing pcs_map_entry::sync_work
match  131acdd780a1  97f18ce0a857  fs/fuse kio_pcs: add more traces for cs requests
match  67cc425be6bb  63eea749222c  fuse kio: Get msg size in second argument of pcs_sockio::get_msg()
match  2f10003fbcff  acd01d712677  fuse kio: Skip processing of messages above PAGE_SIZE size
match  6759b184b6de  6456113881b3  fs/fuse kio_pcs: mapped requests have map version preinitialized
match  f95dad49d4e4  b58f358f52fc  fuse kio: support unix socket for local CSes
match  dd9a3065848b  4f1b99ce8065  fs/fuse kio_pcs: handle old map in pcs_cs_submit()
match  617942dabdf7  5757e3f9a690  fs/fuse kio_pcs: fix missing hbuf.uid update for ireq split case
match  bd0e6badd751  bad0298764ef  fs/fuse: set inode entry for FUSE_FLUSH request
match  8409d6296706  7ad49517e640  fs/fuse kio_pcs: add handling FUSE_FLUSH in kio_pcs
match  908070d24b88  c420632d5dd7  fs/fuse kio_pcs: increment PCS_FAST_PATH_VERSION to 1.1
match  705a552c51ae  3daae9f51343  fuse kio: Check returned FUSE_SETATTR size
match  a525e8841b93  b8f3a2dc033d  fs/fuse kio_pcs: enable traces for cs sync
match  b1de9d645acf  bd90dd846d02  fs/fuse kio_pcs: replace pr_info() with ktrace for ireq fatal error
match  4e192be3c10d  ad663682f00e  fuse: Teach fuse_blocked_for_wb() handle no files case
match  63607745cadb  755dc45ddfac  fuse kio: error PCS_ERR_CSD_LACKING is non-fatal
match  11171e95551b  a81337b4170c  fs/fuse kio_pcs: fix grow work execution with zero
match  16e702632c7e  33013dada241  fuse kio: Make KIO to require writeback_cache
match  2e970b6f24cd  93ef096881f0  fuse: Refactor fuse_open_common()
match  023a346012d6  3aefe1518279  fuse kio: Read file attributes every first open
match  ef4e667c0122  81108b57049f  fuse kio: missing local client ID initialization
match  b56447339752  503de3781d1b  fs/fuse kio_pcs: bugs in integrity protocol for fallocate
match  f9a3fd5a9dd9  ed67ade9fe1b  fuse kio: Fix NULL pointer dereference in pcs_map_get_locked()
match  32fb90388103  1f613c4714cc  fs/fuse kio_pcs: fix NULL pointer dereference inside a dead map
match  5f273b1f9315  89f538900c46  fuse kio: Make struct fuse_inode::num_openers int
match  4bcc57d8afda  e771488f90ee  fuse kio: logging improvements
match  951672c2eaef  a0d09a9f16ba  fuse kio: avoid spurious uncork setsockopt on unix socket
match  5faad12a81b2  9e101b38a936  fuse kio: control internal tracing with module parameter pcs_loglevel
match  00763e8f411e  70919ed4cfcb  fs/fuse: add non-blocking request flag
match  96fa3c8d2901  257e0af4e8af  fs/fuse kio_pcs: throttle async KIO requests
match  e33847537550  0bb6cd13a853  fuse kio: kio must not fail when not being able to claim a file
match  0ab09108b720  9719ad0bb0be  fs/fuse kio_pcs: style fix in pcs_fuse_submit()
match  395a68b406fa  08b5ca4fd183  fs/fuse kio_pcs: fix NULL pointer dereference in pcs_flushreq_complete()
match  5a4db2ebc15c  eecf109ee173  fuse kio: Allocate pcs_map from kmem_cache with SLAB_RECLAIM_ACCOUNT flag
match  5064825a71eb  8302d39de09d  fuse/kio: Add socket io fault injection
match  9a3177ae1075  43666e7bf671  fs/fuse kio_pcs: missed *msg_size setting in rpc_get_hdr()
match  6156559d79b0  20f1f155e7b3  fs/fuse kio_pcs: disable TRACE/DTRACE for release kernel
match  862e8224e053  b7b9f80f1155  fuse kio: Cleanup in pcs_fuse_submit()
match  f6689ba6c1cd  e4e98a746acd  fuse kio: Extract fiemap iteration from fiemap_worker() to separate function
match  27e3840c13c1  f609472e83be  fuse kio: Move it variable from stack to struct fiemap_iterator
match  4160a37ddbf3  4d30bad3b3b0  fuse kio: Kill fiemap_worker() thread
match  f6514803e709  b3d81fa68d30  fuse kio: Move position advance in fiemap_process_one()
match  ed66b23d0da3  d83755c29366  fuse kio: Move fiter ireq iocount assignment
match  dd467661bd3f  decd1e511740  fuse kio: Introduce fiemap_work
match  2fe6692a6d05  72079e933a61  fuse kio: Async queueing of fiemap from work
match  03299b932550  eff6b96b44c9  fuse kio: Do not zero already zeroed fields in pcs_find_get_map()
match  e6ae8395abff  4b47a25c0e37  fuse kio: Do not zero already zeroed fields in pcs_sockio_init
match  2ba3cc7e34df  f7ff2e167d20  fs/fuse kio_pcs: improve rpc to cpu binding
match  7f29f450a24e  c4522bb2bd58  fs/fuse kio_pcs: time slice for rpc rebinding
match  ba9ff5e06918  a885c49b9f9c  fs/fuse kio_pcs: fix race between req->end() and request_wait_answer()
match  277136d1c7cb  3ff41957b9ca  fs/fuse kio_pcs: remove fuse destroy request
match  eff5ad50e1fa  f246529d3b86  fs/fuse kio_pcs: drop rpc connection close in pcs_rpc_engine_fini()
match  56b77a74c87d  fd9605597cd8  fuse kio: Add schedule_timeout() into pcs_rpc_fini_verify()
match  dea7446dc4d7  281e327ecba9  fuse kio: Do not get useless fuse.ko module reference
match  2de95f978087  031909bde667  fuse kio: Refactoring in fuse_show_options()
match  ab960ff0baa7  03a9c24d7af3  fuse kio: Introduce cached_op
match  aae89d2de72a  fb34de3fba0d  fuse kio: Reorder process_pcs_init_reply() and free memory on failure
match  f33bdf2ba0b1  ece457a22f1d  fuse kio: Fallback to plain fuse in case of version mismatch
match  cefcaebeae96  be400fa498fb  fuse kio: Protect struct pcs_rpc_engine::{unhashed, ht, nrpcs}
match  226998b14c76  35192a78041d  fuse kio: Add debug printk into process_pcs_init_reply()
match  9dae580f8a59  f5817406dcc5  fs/fuse kio_pcs: split kpcs_req_send()
match  29ab036bd1f4  e67980f03319  fs/fuse kio_pcs: prevention of falling kio reqs to usermode
match  86553bdff188  31cca16b2874  fs/fuse kio_pcs: fix double free of synchronous requests
match  bc7bd090bb18  f4963552a929  fuse kio: Fix deadlock in kpcs_req_send()
match  474f1b81980b  202a8d3c6c46  fuse kio: Return possibility to handle files served in userspace
match  53a6dad407e4  6d27026a9b9d  fuse kio: Fix spelling in process_pcs_init_reply()
match  26e9b958e43d  89cc09607b2a  fuse kio: Do not try to populate fuse_inode::private on second open
match  27f7fc4c3f55  d0e6e16da53b  fuse kio: Differ fuse_pcs_kdirect_claim_op() return values
match  c5e8b9e0d447  831b7bb86fe0  fuse kio: Refactoring in struct pcs_rpc
match  8c37726b372c  5be0e6a40ebd  fuse kio: Port "ignore uninitialized CS addresses" commit
match  8d1f7058b0f9  62f2dc85e963  fuse kio: Use __maybe_unused
match  dd0464ee09fb  ef5bd9b0a736  fuse kio: Use sio eof instead of parent to determ abort
match  f48eb743e140  7496d31487ea  fuse kio: Reorder callback assignment
match  4e482be30d7b  64886eb41e39  fuse kio: Add pcs_cleanup_wq
match  22949ec8b1cb  41c192bf179a  fuse kio: Destroy rpc in work func
match  30cdd7bd7b4c  0157ec143b18  fuse kio: Introduce pcs_sk_kick_queue()
match  3a35b7cc0bdc  3a5bd2af138d  fuse kio: Dereference sk_user_data under rcu
match  1f4e81601f5a  769c66597cf0  fuse kio: Fix rpc socket leak on rpc_abort()
match  3b1eb6ed70c3  8c48faea82fb  fuse kio: Hold pcs_rpc counter till sio may be freed
match  facc778e9295  9ca5ec45b350  fs/fuse kio_pcs: drop old mapping after size growth
match  4c523dded595  ccbe48053627  fuse kio: Stop self-abuse of rpc counter in rpc_queue_work()
match  322c73e35d7c  50a46effb25f  fuse kio: Check for null ep in pcs_rpc_deaccount_msg()
match  5c406df3a521  a961341f1ce1  fuse kio: Move abort & destroy block up in pcs_rpc_send()
match  90e79013e51b  be7e72aa1b8c  fs/fuse kio_pcs: flush rpc work inside pcs_rpc_destroy()
match  6f7ff1525b1e  94d64203927e  fuse kio: Fix deadlock at pcs_fuse_submit() error path
match  a55ed7432df3  4c81a1c4ec3d  fs/fuse kio_pcs: fix NULL pointer dereference in pcs_mapping_truncate()
match  1b7fd598cbb4  5ab721a89d24  fuse kio: Unexport pcs_ioconn_close() and pcs_ioconn_unregister()
match  cd809b342c3d  1c1dc67dfea3  fuse: Prohibit kio engine from containers
match  601678ddad12  1b4840bb8a47  fs/fuse kio_pcs: make map_truncate_tail() working as the original from libpcs_client
match  0e5a7fe8c43e  17abf8da1b1f  fs/fuse kio_pcs: forgotten setting of the next phase
match  80432b4efbce  bc51e7530e5f  fs/fuse kio_pcs: fix condition for map resolving in pcs_mapping_truncate()
match  78439fc93390  41ce77a5af2d  fs/fuse kio_pcs: protect valid_for_truncate() by m->lock's
match  cb32fc222c3e  acf090770f21  fs/fuse kio_pcs: fix map leak in pcs_mapping_truncate()
match  0cc271ff91fc  23360626c4ec  fs/fuse kio_pcs: simplify pcs_mapping_truncate()
match  81df61183930  784cb8803bc7  fs/fuse kio_pcs: fix map leaks in process_ireq_truncate()
match  0a3b63b19d0e  95c6d9046a62  fs/fuse kio_pcs: NULL pointer dereference on access m->mapping->chunk_size_bits
match  4746c2d1922d  105fbb28a6dd  fs/fuse kio_pcs: NULL pointer dereference in map_submit()->MAP_ARGS()
match  6ef3ddfce456  4dcb647cc61c  fs/fuse kio_pcs: cleanup in truncate (backport)
match  9951a63738ad  a823a46d79c4  fs/fuse kio_pcs: add assert on i_mutex for PUNCH_HOLE and ZERO_RANGE
match  37490b4ed3c6  dcb0ba47a499  fs/fuse: add assert on i_mutex in fuse_send_write()
match  b126c425ba5c  f99e0308e0bb  fs/fuse kio_pcs: make pcs_map_truncate() easier
match  2776c5f6e6fd  bb0dc54d2f15  fs/fuse kio_pcs: cleanup kpcs_setattr_end()
match  0613aa05a43a  fdc87cfc7923  fs/fuse kio_pcs: invalidation maps in setattr kio
match  a88baf9fd2e9  c45489f6a442  fs/fuse kio_pcs: fix update cs state after receiving new map
match  28f3a2688a6f  8e325ea29f56  fs/fuse kio_pcs: replenish netaddr_cmp() with rdma type
match  266f9fb8b8be  a13477d310f8  fuse kio: Round down extent start in fiemap_process_one()
match  176f33370e60  f12d3dab1094  fuse kio: fix timer setup so it actually delays ireq
match  472dc4f539c2  59c981dddebd  fuse kio: never ignore fuse_req error during PCS_IOC_GETMAP
match  e0611ef31a00  817417cd815a  fs/fuse kio: fix loss of FUSE_FSYNC/FUSE_FLUSH reqs
match  027a60f95da3  7b64ecf6731a  fs/fuse kio: fix sreq and msg leak in prepare_map_flush_ireq()
match  0c343d9b3edb  3a6ec2795d83  fs/fuse kio: retry allocation PCS_IREQ_FLUSH request
match  fa1f9157f1b6  7ee624e8fdbc  fs/fuse kio: missed clean di->size.op in failed shrink request
match  30e3c6c3eca7  4221f5d93d04  fs/fuse kio: missed cleanup for interrupted shrink request
match  28788814e146  a05defa1b2fb  fuse: do not wait for completion of inessential writes in fuse fsync
match  018ae0f79dcc  9f0210d70019  fs/fuse kio: fix mapping dereference in a dead map
match  6ae3fcfd6e24  1f85b205f722  fs/fuse kio: satisfy pure FALLOC_FL_KEEP_SIZE immediately
match  0b5dc9a6fc37  11e51a58bb68  fs/fuse kio: backport immediate-write attribute handle
match  474e5ba747d2  a4814e034607  fs/fuse kio: add support PCS_CS_IO_SYNC flag
match  ebddd0cc454d  d1031166cc3b  fs/fuse kio: deny unavailable ioctl's in kio
match  1ace12976926  34ca6b0148c2  fs/fuse kio: bring fuse ktraces to a common view
match  b86a7a5619c3  3f2368dd3480  fs/fuse kio: disable duplication FUSE_K* messages to debugfs by default
match  1c9b44c4689e  ed067d152d8a  fs/fuse kio: make it possible to enable TRACE/DTRACE in the release kernel
match  f9e08badee88  48099c804c15  fs/fuse kio: invalidate files for kio
match  bc00744de949  2819483b134a  fs/fuse kio: add FUSE_S_FAIL_IMMEDIATELY check in pcs_fuse_submit()
match  f1073ae2789a  db447a378a5f  fs/fuse: fix unsafe killing fiq->pending requests
match  ac307c470f6d  2be63042b89b  fs/fuse kio: fix double free of pfc in process_pcs_init_reply()
match  31d76ef3f13c  9c841d1e167d  fs/fuse kio: fix getting a non-existent pcs inode in kpcs_kill_requests()
match  0441f1d287ba  7fef2b44c3d9  ms/fuse: Wake up req->waitq of only if not background
match  f346abd0657b  88c4dd3feb00  fs/fuse kio: export fastpath protocol version
match  faad86945dc5  69547ad5202c  fs/fuse kio: fix a typo in worth_to_grow()
match  b77fa13f7057  faba6fadce12  fs/fuse kio: relax congestion avoidance limits (backport from usermode)
match  b772bf1b5d81  e50fffaf4e2a  fs/fuse kio: add missed sock write in pcs_sock_sendmsg()
match  407ecee37611  2e1c268a0b10  fs/fuse kio: export io_locality
match  5ffcbb539e61  f536d145812a  fs/fuse kio: sync pcs_mds_sys_info struct
match  e6bd95165750  5bf86cbc168f  fs/fuse kio: add warning about jumbo chunks
match  2bb78db4da44  78633590502c  fuse: do not take fc->lock in fuse_request_send_background() - fixup
match  1103a30abe0f  ff4deff399fe  fs/fuse kio: forward fuse_file pointer to kpcs_req_send()
match  50eae1006bb1  1a62e9f77318  fs/fuse kio: add pending kio requests to kqueue
match  f113fa4402e5  4e8956b689db  fs/fuse kio: style fix in pcs_fuse_submit()
match  581d5513e74d  db8a8a87f727  fs/fuse kio: keep fuse_file for requests waiting for shrink
match  288d45229322  fbedf8d5174e  fs/fuse kio: fix latency time count
match  a7cd5a7f07b5  c0cf543bc27b  fs/fuse kio: make req_classify callback
match  25104e998563  bdd43786ea8f  fs/fuse kio: simplify processing and sending kio requests
match  0379086ee5c3  89cd49c143c7  fs/fuse: fix locked kio request send
match  b2e49845ee42  c8660dc0e11d  fs/fuse: add conn_ctl to fuse_conn struct
match  fd5c7f60b82f  50089c8bd6b5  fs/fuse kio: create sysfs stat directory
match  94796f5ebc4c  a7568c86e298  fs/fuse kio: implement iostat statistics info
match  76890683bec6  fb3d3dd1a26f  fs/fuse kio: make interface pcs_kio_file_list() for listing kio files
match  a18f39ab2df9  3ea72110077d  fs/fuse kio: make interface pcs_kio_req_list() for listing kio reqs
match  251b6fe6fa3d  2536a25e8e9e  fs/fuse kio: add retry counter for kio requests
match  6c91d592580d  890fb66a53d2  fs/fuse kio: implement pcs_strerror()
match  2ba6ad68ee76  f22780e62c42  fs/fuse kio: implement requests statistics info
match  d408497d2c41  04432856edca  fs/fuse kio: implement fstat statistics info
match  d8e29ffd97ce  9c66c149256f  fs/fuse kio: implement fstat_lat statistics info
match  10fa5de73271  58bfb3d286d9  fs/fuse kio: remove useless pcs_cs initialization
match  78b9c2df71e7  dc98470732ff  fs/fuse kio: implement cs statistics accounting
match  eaae1fd2ffe1  ae9785e6f6b4  fs/fuse kio: convert rpc state id to string
match  69e1cd983133  a99b86fa4875  fs/fuse kio: implement cs_stats statistics info
match  942a2e95c1a5  2f3f25199a36  fs/fuse kio: cosmetic changes in pcs_fuse_prep_rw()
match  64176c5e2691  1eacc67ab606  fs/fuse kio: fix inode leak in pcs_fuse_submit()
match  6dedad51a11f  21627daf6b4b  fs/fuse kio: fix stack overrun in request_end()
match  8595441f0675  b3a68ce84c19  fs/fuse kio: skip iostat count for unknown req types
match  382ef1649498  100c55e33196  fs/fuse kio: fix length overflow in FALLOC_FL_KEEP_SIZE
match  4365caf35cd9  ddb7dbc190a9  fs/fuse kio: drop maps on file close
match  486c8c30bb0c  b75715033b1e  fs/fuse kio: reset write_iter for canceled msg
match  e4c558ea50c0  b46d2ef5cb00  fs/fuse kio: fix fuse_mutex leak in pcs_fuse_stat_fini()
match  c457944bf144  2334dbdc8858  fs/fuse kio: set NULL to stat->kio_stat in failure case
match  d5bdf93ad945  50f70953150b  fs/fuse kio: add a sanity check on statistic inc
match  1e65dfe26163  d7043b64c901  fs/fuse kio: don't wait read requests in case of fsync/flush
match  fff85ff47239  ce36befcee2d  fs/fuse kio: share bandwith/IOPS for prometheus stats
match  585c379f8903  f8d283d65452  fs/fuse kio: show latency in cs_stats properly
match  d5207d392135  53b57b4c5c4f  fs/fuse kio: calculate network latency properly
match  7f1b936716de  0e452b5f46dc  fs/fuse kio: missing ireq's completion_data initialization
match  7707319bd8f3  921b465efde7  fs/fuse kio: implement internal cs connection
match  2007f7df97ad  e372180b9f96  fs/fuse kio: drop external cs connection
match  ff3ae96a330d  ccb4c5b90025  fs/fuse kio: make pcs rpc socket independent
match  5c353ef0152c  214db590451a  fs/fuse kio: make pcs auth socket independent
match  90611c8c7f50  69616622d354  fs/fuse kio: implement support RDMA transport
match  758cac3cf963  2bb7640bae7a  fs/fuse kio: add storage_version attribute to control filesystem
match  914253d8cb6a  d6f3c4ae6eeb  fs/fuse kio: align CS messages to 512 bytes
match  5605c81734c2  e9c3fff94cee  fs/fuse kio: set the connection params for RDMA properly
match  2255cbc67b52  437fe3281977  fs/fuse kio: allocate memory for each RDMA RX buffer separately
match  98c658d56cd2  fd8e92c5ab93  fs/fuse kio: concurently work shrink and IO operations
match  156d2105fb4c  29db1bcd13db  fs/fuse kio: NULL pointer dereference in case of dead map
match  c14b0134dace  6fa094dd78bd  fs/fuse kio: int overflow while calculation of pos in map_truncate_tail()
match  58fe7f50fe3c  acee92ef225e  fuse: enable async_dio for pcs
match  0a3e96f74ff3  335183a8a710  fs/fuse kio: fix processing order of RDMA works during throttle/unthrottle
match  b06ea033faa4  2f448ae6f274  fs/fuse kio: post rdma work requests only after connection is established
match  b0a834377815  e97f5d6aa947  fs/fuse kio: always use memory registrations for iWarp RDMA reads
match  88c1a6d351f1  571041528f27  fs/fuse kio: fix problem with simultaneous map resolving
match  156f53db6f52  990cf0af146e  fs/fuse kio: avoid race condition at file expand
match  5d7e908d81d8  a138c99c2636  fs/fuse kio: disable parallel fsyncs and file shrinks
match  abbfc5caa1a8  29ec5e668859  fs/fuse kio: share stucked requests count for prometheus stats
match  c509cea840c0  25269949ef2d  fs/fuse kio: don't use kio with uninitialized statistic
match  a54ca69497ac  a7bc589667c8  fs/fuse kio: redefine fuse_kio_ops callback functions.
match  37a3ead9af59  ad3807f73be1  fs/fuse kio: set fc->kdirect_io
match  cd8f903b5533  2d456cc7e08c  fs/fuse kio: inculde header file <linux/fiemap.h>
match  2a8f5d0a1bae  ed9ad0673be3  fs/fuse kio: remove shash_desc::flags usage
match  cbb29f313da3  79e7055b32ce  fs/fuse kio: remove current_kernel_time() usage
match  67c5e9952688  9ac7522f4891  fs/fuse kio: remove ib_dma_*_coherent() usage
match  efcf969c7b69  44e421d80752  fs/fuse kio: remove kernel_setsockopt() usage
match  450528e13cdb  4c41dadc4ac5  fs/fuse kio: remove iov_iter_for_each_range() usage
match  974d4fbc213d  84399ad25464  fs/fuse kio: add fuse_destroy_inode()
match  90017af7cc29  d91161147dd7  fs/fuse kio: fix compilation warning of 'variable length array'
match  8e8b6b8ddafe  2bd5dc073019  fs/fuse kio: fix compilation warning of 'implicit-fallthrough'
match  f3f7024609e7  ee827d986b9a  fuse: improve bdi dirty memory limits for fuse
match  9b32b9f4c034  bd87614959bd  fuse: resend interrupted release
match  5783990c047d  bc37b2211d24  fuse: increase min/max_dirty_pages up to 256/512 MB
match  8a9a28ec3605  3e05bce75049  fuse: process small sync direct reads synchronously
match  1ccbbdd79864  59e7cfa5cb2b  fuse: queue work for aio_complete (v3)
match  f6059e176443  e75805ce3166  fuse: relax i_mutex coverage in fuse_fsync
match  831ec805c2ec  5d1f3339d6ca  fuse: cleanup fuse_wait_on_page_writeback_or_invalidate
match  1e2fe46240fb  902e63852412  fuse: Wait inflight requests only in case of close_wait
match  79572b2c6f8c  701f8f5350e0  fuse: don't perform getattr on each write
match  b844cc6eb66d  73cb3c4d71d6  fuse: don't declare FUSE FIEMAP support for any FUSE fs
match  14205d43652d  14905d11dfbe  fs/fuse: released handle could be used in fiemap
match  744ba3986d0b  76e6cc70e80d  fuse: Handle zero req->num_pages in fuse_insert_writeback()
match  96c596c054f5  36ec657ead31  fs/fuse: avoid triggering BUG_ON at file close
match  3bf3362bbc87  24a1ff401c67  fuse: deadlock in map request
match  2d168b951430  78a73f1483ea  fuse: fix fiemap looping
match  c540fb72a171  9129815dcad1  fuse: illegal access to file in vstorage
match  b423dd2dc6a5  fffb063eda49  fuse: disable invalid inode dirtying for vstorage
match  847a4d1cae45  9158b5b5b5d4  vtty: fix slave peer lockdep annotation
match  7febd5af4d80  78a1cca458e6  ms/scripts/tags.sh: Fix obsolete parameter for ctags
ok     4eb9f8ef8b53  9b3771ed249b  fs: Make ext4_event_type more generic
match  8cc0fc326fb8  75b0db430cf2  fs: Introduce fs_events_wq to use instead ext4's rsv_conversion_wq
match  4277752cdfd8  ee84d36faf2b  fs: add kobj into fs_uevent
match  4b7c53a44101  a8d8d3e29720  ext4: Kill ext4_uuid_valid()
match  04c6c5eba22f  5689674ea246  ext4: Simplify UUID dereference in ext4_send_uevent_work()
match  fb358e83a2dc  509a35d3af54  fs: Move and make generic ext4_send_uevent_work()
match  45347c6138cd  736cd5ead0b3  fs: Move s_err_event_sent() and s_abrt_event_sent() to super_block
match  eb6ae21da941  6b8929ff0de0  xfs: Zero uuid if it's not valid
match  dac8a610da20  2cc4f9ceb651  xfs: Introduce xfs_send_uevent()
match  543cdaae1d44  53c285d40bea  xfs: Notify userspace about events
match  ab96d74c4caa  609ad6d12467  dm-ploop: Print more error information on resize
match  3f48e9ba7687  c944be81943d  ve/net: restrict number of net devices for CT
match  4cf5c39b2585  339505b2177a  ve/net: ip6_vti: skip per net init in ve
match  a753d9541ec3  c230e676c82d  fs: Use standard fiemap behavior for all filesystems except FUSE
match  4822726ac5ed  4fbd8644ac23  dm: Fix use-after-free in dm_cleanup_zoned_dev()
match  a9310b16e7da  b29e8ea657c5  ve/nf_log_syslog: virtualize packet logging per-ve
match  c60472db5150  3183affbd505  ve/net: add is_ve_init_net helper
match  65967d37e028  3a5445b2da59  ve/nf_log_syslog: allow packet logging in ve init netns
match  730f0636ddd9  c334fd27e50b  kernfs/ve: fix strange ve_is_super check in kernfs_d_visible
match  4f4f552b25b9  8cbde7aaffa0  ms/ipc/sem: do not sleep with a spin lock held
match  572754a7e614  631dde69676a  ve/kernfs: handle negative dcache entries in kernfs_iop_lookup()
match  425cb5ef4cc3  0ff7c523d29c  vzeth: handle custom ioctl using .ndo_siocdevprivate() handler
match  1a4144437a7d  8abc48bdb548  procfs: ipc: restore visibility of /proc/sysvipc/ in CT
match  4693e700856d  91617f203bf4  dm-qcow2: Introduce a new helper init_qrq_and_embedded_qio()
match  c74745c283fd  fa19cb5fbfa9  dm-qcow2: Stop using err_status_lock
match  de86826f2b22  429655b6eff9  dm-qcow2: Pause IO and notify about ENOSPC events
match  5a0fcbc3c31e  9ee8b901fb8a  net/ve: move check if netdevice is allowed in VE
match  ed767df48758  90d5d8384abc  dm-qcow2: Rename MERGE_QIOS_MAX
match  c3bf9c2ad6c3  b34b93e3bc71  dm_qcow2: Add bi_op argument to qcow2_service_iter()
match  6f7980885d30  c3a4c0260899  dm-qcow2: Introduce fake_service_qio()
match  0c0b10cc6843  fc625a3b866d  dm-qcow2: Prepare handle_md_page() for calling not only from main kwork
match  cbb0f5df8c54  45a931ccfb3d  dm-qcow2: Remove arg in parse_metadata()
match  b74364e996ee  54b7a9e35822  dm-qcow2: Use handle_md_page() instead of md_page_find_or_postpone()
match  3b74ee79bfbd  10d30e7a369d  dm-qcow2: Introduce __handle_md_page()
match  30751d60e1c9  7f4eb048cd6b  dm-qcow2: Move lock into parse_metadata()
match  e11e4539f38e  58143864f3df  dm-qcow2: Remove useless zeroing in qcow2_service_iter()
match  3cbd44646f1c  581925aa7a1c  dm-qcow2: Rename and unexport timer function
match  2087b0645547  43283cfaa0c0  dm-qcow2: Close race between R1/R2 reading and relocate_refcount_table()
match  bd6853912f2c  90a71b785013  ploop: allow to disable css inheritance in kthread
match  06aeed62a01f  3953e5113171  FD: dm-ploop: swap speed limit for Containers
