<tag>  vz7.189.x     vz7.190.x     SUBJECT
match  5302d860300b  f38b1d822611  drivers/igb: increase link detection timeout up to 5 sec
match  d27b1ddf8a98  f25d86e315ba  bonding: show full hw address in sysfs for slave entries
match  a572461ee943  90ceeffdb26f  net/drivers/i40e: suppress warning on skb linearization
match  9d0595c7dc43  6212540b5413  drivers/igb: increase link detection timeout up to 10 sec
match  3b3937a3e0be  fff7b9ab488a  ms/ipv6: fix backtracking for throw routes
match  b602d54641db  6749ef79ba18  net/sctp: Replace in/out stream arrays with flex_array
match  3d72d00165a3  9e72f5f38b14  ms/dccp: defer ccid_hc_tx_delete() at dismantle time
match  f14ca25564ff  bd3bc3f0f598  ms/dccp: Unlock sock before calling sk_free()
match  1f1dcce2edd4  3860db12ea5b  net/dccp: fix use after free in tw_timer_handler()
match  45fda927043c  feb04534a26f  ms/dccp: purge write queue in dccp_destroy_sock()
match  997f7f8e6f68  a64056ce31f0  fasync: Fix deadlock between task-context and interrupt-context kill_fasync()
ok     b44367d57465  219e52439f54  ms/objtool: Fix memory leak in decode_instructions()
match  ca00be9c4ce9  82301ed31819  ms/x86/xen: fix upper bound of pmd loop in xen_cleanhighmap()
match  76d4f4104f61  de8d502bac70  ms/arch/x86/kernel/ptrace.c: Remove unused arg_offs_table
match  11a4245299d2  3d5b8993b6cd  ms/Disable the __builtin_return_address() warning globally after all
match  afd2d7c33b34  9e3160098517  ms/ACPI / video: remove unused device_decode array
match  621e80553764  4ecce2d19b09  ve/kernfs: implement ve-based permissions
match  2fd7b8d75139  c6afdad4e32b  ve/kernfs: fix lookup for kernfs superblock
match  ec10a05cbb85  524b3a1f44bb  ve/kernfs: hide forbidden entries in container
match  d6a19311979c  d1f14cf34137  ve/kernfs: add new interface to control per-VE nodes visibility
match  fadc4ed6820b  5f8ec6df2ede  ve/sysfs: add dentries visibility filter
match  7e2fdf054532  b2ade246b951  ve/kernfs: export kernfs_perms_set() helper
match  4879f6921555  60d835466479  ve/sysfs: relax sanity check for ns equality in kernfs_find_ns()
match  e0d59321aaac  74b9404b2eec  ve/sysfs: generic sysfs_set_def_perms() helper introduced
match  135606a78c97  3f1147ffecc3  ve/module: export sysfs dentries in containers
match  956fb504f84f  adf7e3d7bd85  ve/fs: allow mount fs in init userns if it's mounted in another userns
match  bb57a34a036a  9bc62ade8294  ve/fs/namespace: allow submounts in non-init userns
match  407051ec6fbf  60420764e191  ve/sunrpc: enable rpc_pipefs mounts inside non-init user namespaces
match  2e22ef7b889b  45b3992ab3ae  ve/mount: allow pseudosuper to temporary exceed the container limit
match  0f80091cb28f  3dba1a7351cc  ve/devmnt: initialize s_mode before deactivate_locked_super to suppress warning
match  ffe5dbfd4769  7a6e1a8d50fc  ve/net/neighbour: per-ct limit for neighbour entries
match  d2d0f3900fbc  4068708bdef3  ve/sunrpc: prohibit mounting rpc_pipefs in CT without nfsd feature
match  797ecf967be0  7c47d47fb52a  ve/meminfo: show "MemAvailable: ..." line in CT's meminfo
match  7462431ac995  d8d73b6c9c52  ve: prohibit opening proc/self/exe from VE for VD_VE_ENTER_TASK
match  0d677634c74b  e6d0b3222286  ve/net: warn in case a Container hits ve::netif_max_nr
match  b745c336e5b6  fb07ba335430  ve/net: allow to change max number of net devices for running CT
match  1f715647c5fa  590e9f823183  ve/netfilter/ipset: allow nfnetlink_queue module autoload
match  55c0e641de1a  3f3e3605da17  ve: don't hide cgroup mount root from pseudosuper
match  b2201c838a53  524fe2939106  ve/capability: introduce capable() wrapper which honors CT features
match  5189dc2d7739  28f0054b2887  ve/time: introduce CT feature to allow setting date/time
match  49ff949f0ae3  e7e9e37f4306  ve/time/ntp: allow CT ntp adjustment time tuning under VE_FEATURE_TIME feature
match  52238bd0ab48  36bb04d7fbba  venetdev: drop src_lh/dst_lh lists from veip_struct
match  28247d67ab38  bf2480c40159  venetdev: fix race between veip shutdown and add veip entry
match  7b50feb05611  284cb5e9d25d  cifs: drop unused mapping_table_ERRHRD
match  77b0740eb108  d93859a33b56  ms/ACPI / dock: Drop dock_device_ids[] table
match  0f5acb1dc506  8c04e7f0a564  ms/rtnetlink: remove unused ifla_stats_policy
match  367b2b14a068  b118b48ff020  ms/net/rtnetlink: remove dead code
match  472d6f496689  d1ed056245a7  ms/net-sysfs: remove unused fmt_long_hex
match  9a02bc07dc61  216407cd28dc  ms/memstick: mspro_block: add missing curly braces
match  9351d2c95967  214691b9bb7f  ms/tty: nozomi: avoid a harmless gcc warning
match  d3102b85fda4  b226bcc14abb  ms/staging: rtl8712: fix some confusing indenting
match  67bc81e6b950  b89a6a0934e8  ms/x86/mm: Disable various instrumentations of mm/mem_encrypt.c and mm/tlb.c
match  9449c3e8cb1e  134849c48ec8  ms/mm: fix mapping_set_error call in me_pagecache_dirty
match  d8afd73cf789  d05a8b6ddd53  ms/fs: check for writeback errors after syncing out buffers in generic_file_fsync
match  e7cac05d4404  48f630b1bbd5  ms/jbd2: don't clear and reset errors after waiting on writeback
match  6e72cd6da21c  e0d19ee3641a  ms/mm: clear AS_EIO/AS_ENOSPC when writeback initiation fails
match  101e31bc3cac  7641052631ac  ms/mm: don't TestClearPageError in __filemap_fdatawait_range
match  2cab65341c39  486287a9eafc  ms/lib: add errseq_t type and infrastructure for handling it
match  f687d15f8492  3f7d949109fe  ms/fs: new infrastructure for writeback error handling and reporting
match  aa83659be551  8cb1625219db  ms/mm: set both AS_EIO/AS_ENOSPC and errseq_t in mapping_set_error
match  edaac068069d  c0dac2601298  ms/Documentation: flesh out the section in vfs.txt on storing and reporting writeback errors
match  9d8ed5fe4151  36cc51df98d1  ms/dax: set errors in mapping when writeback fails
match  3a7ae1987b39  77a824736866  ms/block: convert to errseq_t based writeback error tracking
match  d3207b416056  728a866c0772  ms/ext4: use errseq_t based error handling for reporting data writeback errors
match  9cb3f5e03cbd  185d64c278fe  ms/xfs: minimal conversion to errseq_t writeback error reporting
match  d8cf0a7e37ea  845614539204  ms/btrfs: minimal conversion to errseq_t writeback error reporting on fsync
match  19720ec82807  60eb4da19586  config.OpenVZ.minimal: enable conntrack netlink interface module
match  5a8aba3984cf  1b42be6cdaa6  net: Change number of netlink repair
match  1d58cbc32186  48402b603801  kernel/lockdep: allow lockdep_set_no_validate_class()
match  be5ce65089b5  95b028da5693  fuse/kio_pcs: support FUSE_FSYNC
match  cd5c1764066c  32285647b5c3  fuse: support FS_IOC_FIEMAP in i386 compat mode
match  068c39660f14  abbd10daa56e  fuse/kio_pcs: adapt prometheus statistics to current vstorage state
match  1677e1a50a18  97ac9885a40f  fuse/kio_pcs: fallocate support at low pcs protocol level
match  6f39d8e8e709  b86e001ea950  fuse/kio_pcs: full fallocate() support
match  0a60276b1af7  8502108916c8  fuse/kio_pcs: FIEMAP support
match  1cd8be942138  c1897822a492  fuse/kio_pcs/pcs_map: fix process_flush_req lock leakage
match  2338e762a662  b655402cb452  ms/Revert "mm: page_alloc: skip over regions of invalid pfns where possible"
match  c8173b9fce7e  0a98dacd4065  ms/fs: Don't leak MNT_INTERNAL away from internal mounts
match  d33175996f8c  5ec17198d42e  sched/rt: Stop for_each_process_thread() iterations in tg_has_rt_tasks()
match  6905c860b3c5  9879c3a189e7  ms/sched/autogroup: Fix failure to set cpu.rt_runtime_us
match  b7370dd06648  e13ff74e8b97  mm/vmscan: shrink slabs from offlined cgroups
match  3a143dd7c506  7d5c11517d8f  mm/memcontrol: try to free all memcg during offline
match  d8de077d4108  c1e8fae266b2  fuse/kio_pcs: read is broken by FIEMAP patch
match  b5e3427dd6ce  e43619c19f6c  fuse: pcs_kio cancel requests after fused crash
match  cbe9e1902328  e7bcd77c6d43  blkcg: implement bio_associate_blkcg()
match  7a41059cf1d3  8912743e757c  cpuid_fault: Log table updates
match  caa333c532d1  52f9a6ac7d28  ms/relay: Use per CPU constructs for the relay channel buffer pointers
match  dce0ba177ba4  3822dac0d826  ms/tty: limit terminal size to 4M chars
match  ffe3f0743f61  67bfa622b310  tty: use kvmalloc for screenbuffer allocation
match  3cfd31e71db4  544d868316d8  fuse/kio_pcs: use kvmalloc for pcs_fuse_cluster allocation
match  b8d6d18da149  90eb9dd40ce5  ms/nfsd: more robust allocation failure handling in nfsd_reply_cache_init
match  f98da8d0b5cb  e2473232ea1f  nfsd: use kvzalloc() to allocate memory for drc_hashtbl
match  c9fb4555ca04  bbbcdb6d6e5a  fuse: Try automatically load kio module
match  4eb5078ba883  5ef792a529e9  kio: Stop always breaking connection in pcs_sockio_send() in case of EAGAIN.
match  22343224eade  2f5f0c8a5d45  fs/fuse: move FUSE_SUPER_MAGIC to magic.h
match  a7a5491b64ce  d983661bc1f7  fs/fuse kio_pcs: check fuse_conn args
match  6250aed3f6d3  f8ecc3316b10  fuse kio_pcs: ports from new user-space
match  3d1dddb79564  860aadc8ebbd  mm/tcache: fix rcu_read_lock()/rcu_read_unlock() imbalance
match  d7a58365ed39  91adb256e79a  fuse kio: Do not requeue requests when connection is dead
match  bd9bbcc4c8e8  da86a6e99b1c  fuse kio: Declare pcs_sockio::parent type
match  bfd09d6a7421  eb20ef6a58b4  fuse kio: Cleanup in struct pcs_rpc
match  915769fad17c  5b4d49897e15  fs/fuse kio_pcs: remove s_subtype check
match  d63ba5dbdd09  25f5702ae987  fs/locks: add more info for unexpected lock
match  e0d8281c08a8  83e2693bc933  fuse kio: Introduce fast path protocol version,
match  b19610f7cb62  6dd07725ac86  fuse kio: cleanup in token enqueue
match  6959178f9c98  aa6a84e9450e  fuse kio: invalid assertion
match  7e5f8af26f37  deb3f3f5cac5  fuse kio: Remove useless code in pcs_cs_destroy()
match  3c4eb6f9157c  30c26f4b0760  kernel/panic.c: don't dump_stack() in add_taint()
match  638f17c58a4f  a531c33e81a4  fuse kio: Introduce pcs_cs_list_of_cs_link()
match  27ad0a203210  c2d26f1395ad  fuse kio: Fix potential use after free
match  15e41f737602  f7e51002c125  fuse kio: Fix possible use after free in cslist_destroy()
match  18c39379da7b  257d2bb7d8bb  fuse kio: Introduce pcs_cs::use_count instead of ::is_probing
match  c164d62cbec3  a55c90fa8afa  fuse kio: Wait till cs is unused in pcs_csset_fini()
match  84a1608faab6  8a39ce1e8808  fuse kio: Change order around pcs_map_notify_addr_change()
match  c66ec32ed7e7  89dd610ac134  fuse kio: Fix fix deadlock during change CS address
match  47e0fb481ded  522027dffa5f  fuse kio: Fix dereferencing of NULL cs in map_replicating()
match  1898f2b1ee46  53c7182a37fb  fs/fuse kio_pcs: some cleanup ireq_on_error_()
match  21c82f4ab8fb  6da2f7ff086e  fuse kio: Handle fuse_map_resolve() failure in pcs_map_queue_resolve()
match  f7fe1b6f0719  0e175126b7bb  fuse kio: Arrange rcu modifiers around accesses to pcs_cs_link::cs
match  0ab3950758d3  3393d9d6bb34  fs/fuse: disable optimization fuse and kio_pcs in debug kernel
match  11e7dca55bbc  6a23e2e3d76e  fuse kio: Use dereferenced cs in cslist_destroy()
match  023a0aa9fe60  a263fd2d1e9b  fuse kio: infinite loop in processing congestion queue
match  e05f133ded4b  c9c6669096b9  fs/fuse kio_pcs: move pcs_ireq_queue_fail()
match  15b57ca84b94  c0a74c6276ea  fs/fuse kio_pcs: handle error of submit_size_grow()
match  c5742f2d0f40  6c3d6ac5190d  fs/fuse: export fuse_release_ff() and fuse_write_file()
match  855cb8506294  ff161da6036d  fs/fuse kio_pcs: pass the file handle for FUSE_SETATTR request
match  e06c18dd4aa4  28533b7d4eaf  fs/fuse kio_pcs: fix double unlock of m->lock in pcs_map_get_locked()
match  5d2b8fd48949  3d2991590d36  fs/fuse kio_pcs: fix out of bounds roles_str[] array access
match  40c557d3fb23  073a2c1fca18  fuse kio: Delete excess unlist in pcs_csset_fini()
match  084e5c65408a  5bccb163152b  fuse kio: Do not NULL used pcs_cs_link::cs during connection destruction
match  4becbaadff13  77ac5a7b764b  fs/fuse kio_pcs: fix NULL pointer dereference in cs_keep_waiting()
match  f126a49bf06a  f49a54a8e0c4  fs/fuse: remove extra check for empty active_list
match  2bf2588ee18e  591bf424b68a  ms/errseq: rename __errseq_set to errseq_set
match  1320419ebb64  2ddad151ff3a  ms/Documentation: add some docs for errseq_t
match  d6e723822eca  8e0b5cb99d9e  ms/mm: consolidate dax / non-dax checks for writeback
match  38ae6fc1ccc8  423205bd6e13  ms/mm: add file_fdatawait_range and file_write_and_wait
match  1342eed367be  f9883f082c07  ms/fs: convert sync_file_range to use errseq_t based error-tracking
match  941f86d64a9f  b82e4649ff5d  ms/mm: remove optimizations based on i_size in mapping writeback waits
match  5f77d8abc415  434ee116654f  ms/errseq: Always report a writeback error once
match  d9b61b58a758  c2f6a930c5e8  ms/fs: use mapping_set_error instead of opencoded set_bit
match  8927fe67fe65  93b7755b8622  ms/mm: have filemap_check_and_advance_wb_err clear AS_EIO/AS_ENOSPC
match  623b01581e95  07b753b87e6a  fuse kio: Wait pending requests on final fput()
match  473b24ffdc00  6c22cbe841b8  fuse kio: Place more pcs_cs_link::cs under rcu dereference
match  8aedc5456c25  28000b7bed9d  fuse kio: Add comment to fuse_release()
match  70d639d46ab3  fa9a53222069  fuse kio: Add missed spin_lock into sync_timer_work()
match  fec70904906e  228f31e18c41  fuse kio: Fix unbalanced queueing and dequeueing pcs_map_entry::sync_work
match  6bfd00a03c9e  ec01d4980738  fs/fuse kio_pcs: add more traces for cs requests
match  eb674f2d838f  5617e95ea403  fuse kio: Get msg size in second argument of pcs_sockio::get_msg()
match  41fb62ac80a4  8c5e3d451966  fuse kio: Skip processing of messages above PAGE_SIZE size
match  b4deb4aa21d2  547333aaf591  fs/fuse kio_pcs: mapped requests have map version preinitialized
match  0c237bb866b0  ee7685194f8d  fuse kio: support unix socket for local CSes
match  415b866e9d2f  40211fd1247e  fs/fuse kio_pcs: handle old map in pcs_cs_submit()
match  332ad702cadc  b7eaa078706e  fs/fuse kio_pcs: fix missing hbuf.uid update for ireq split case
match  d19edc366c47  d88473f3ff73  uprobes: Fix the memcg accounting
match  b288716ede1a  0d4e061cca1c  mm/memory: Don't charged cowed private pages as cache
match  22200c41e981  57d897fe9f02  fs/fuse: set inode entry for FUSE_FLUSH request
match  96e87edff1eb  0eb8e2614f66  fs/fuse kio_pcs: add handling FUSE_FLUSH in kio_pcs
match  342014ae72fd  46399f9a8e16  fs/fuse kio_pcs: increment PCS_FAST_PATH_VERSION to 1.1
match  b90d20a13497  5e5ab5f781de  fuse kio: Check returned FUSE_SETATTR size
match  24ef9743bd41  e2738ab74989  fs/fuse kio_pcs: enable traces for cs sync
match  a050350e5216  a488fbaf6fb7  fs/fuse kio_pcs: replace pr_info() with ktrace for ireq fatal error
match  c9aa73785fe2  a1cb4b81a0ce  fuse: Teach fuse_blocked_for_wb() handle no files case
match  4f333af49aae  716289e829f3  ms/x86/efi-bgrt: Replace early_memremap() with memremap()
match  80ddda84b6b5  d5513a59ab40  fuse kio: error PCS_ERR_CSD_LACKING is non-fatal
match  6a362e2694cb  ed5a6a8b6474  mm/tswap: fix lockup in tswap_evict_page()
match  4e98e6af6f63  53c35e6641af  fs/fuse kio_pcs: fix grow work execution with zero
match  65f29190837f  d2cab8d0d11b  ms/lockd: fix "list_add double add" caused by legacy signal interface
match  3581a972d68a  4052e030fe86  ms/proc: do not access cmdline nor environ from file-backed areas
match  83927a687ef3  4f7c54a72349  fuse kio: Make KIO to require writeback_cache
match  536ef7bd9758  b04d272d5d42  fuse: Refactor fuse_open_common()
match  691ff0f13921  043e26699893  fuse kio: Read file attributes every first open
match  b435dc27b11d  8b6c3e51bee7  IPoIB: use kvzalloc to allocate an array of bucket pointers
match  2ac217d0fa45  2ae49398e662  fuse kio: missing local client ID initialization
match  0f76d9b848d4  34c329bf616f  fs/fuse kio_pcs: bugs in integrity protocol for fallocate
match  02160ffe54fb  be590fbd2e3f  fuse: Relax BUG_ON() in fuse_direct_IO_bvec()
match  0a12990ca31d  07c3c3a99e2c  fuse kio: Fix NULL pointer dereference in pcs_map_get_locked()
match  c775f6cf33f0  bc0c7989cca9  fs/fuse kio_pcs: fix NULL pointer dereference inside a dead map
match  a70f06856d84  68c402c56c0a  rcuupdate.h: Switch to READ_ONCE and fix NULL-deref in __task_pid_nr_ns() again
match  6039139163fe  ebac94903f3c  fuse kio: Make struct fuse_inode::num_openers int
match  e6f7f44ead82  13af2c03b81e  mm/memcg: Bypass charges to offlined cgroup
match  766443c779f0  c21b8efbae72  mnt_ns: introduce global list of mount namespaces for debug
match  787911f5c06e  5403c2ceaa55  fuse kio: logging improvements
match  0f54eaf745db  1a8dbfb13da2  fuse kio: avoid spurious uncork setsockopt on unix socket
match  e90a98833f46  777ad388df50  fuse kio: control internal tracing with module parameter pcs_loglevel
match  d33beb028d2e  f7d8bc18d8d3  cgroup: fix css_tryget() to not succeed on offlined css
match  229c79e9e9ea  dd6936dce07f  sched: Make calc_global_load() return true when it's need to update ve statistic
match  89824556fe35  661a51eefea4  sched: Export calc_load_ve()
match  cdf53073700c  7f9dc818a75d  sched: Call calc_load_ve() out of jiffies_lock
match  f50873f40777  6795fa590c0d  sched: fix cfs_rq::nr_iowait accounting
match  6472a49855dd  f089f54255e9  kernel/sched: Use kvzalloc to allocate the array of ctl_tables
match  168b717dc40c  fd10ef2f2c85  ve/cgroup: do not link a CT cpu cgroup twice into ve_root_list
match  9b7903af7728  058a5e5127d0  proc/cpu/cgroup: make boottime in CT reveal the real start time
match  913e95542940  8358ad59da2c  x86/microcode/intel: hide warning on high order allocation for microcode area
match  67697a2d1ec1  e70297a2a0e1  fs/fuse: add non-blocking request flag
match  c375c8d89b08  d7a60d0d7874  fs/fuse kio_pcs: throttle async KIO requests
match  dd78087dbea1  a6ee9cc7501d  fuse kio: kio must not fail when not being able to claim a file
match  1a37a91486ab  d96160cb024f  fs/fuse kio_pcs: style fix in pcs_fuse_submit()
match  cb1d8fc3b41f  86e8439afeba  fs/fuse kio_pcs: fix NULL pointer dereference in pcs_flushreq_complete()
match  578363f98740  d4246d32b088  mm/memcg: don't swap cgroup's pages during offline
match  8c1a9be72450  890541e3ebf7  fuse kio: Move map_chunk_start() and map_chunk_end() checks
match  d7456505a6ee  a0ed1d30ea11  fuse kio: Allocate pcs_map from kmem_cache with SLAB_RECLAIM_ACCOUNT flag
match  fd350253e9e8  6b65b2f05902  fuse/kio: Add socket io fault injection
match  90ec59a2afcb  1926b3872b3c  bc: implement ubc "numproc" limit based on pids cgroup
match  8aa7ef89ea87  e2bc783f391c  ms/rpc_pipefs: fix double-dput()
match  83c4bde8d15e  4f786ae19ba4  rh/fs/dcache.c: Revert "fs/dcache.c: add cond_resched() in shrink_dentry_list()"
match  b934e609554c  6c63e442db94  fs/fuse kio_pcs: missed *msg_size setting in rpc_get_hdr()
match  2ae5e1b0a405  e302563268cc  config.OpenVZ.minimal: add some hardware drivers support
match  2c36309ea801  c46148590402  ploop: store exec_ub in ploop request and use it while processing requests
match  61ee8cc6d8e2  c4724c7edf9b  block: store exec_ub on struct request and use it
match  c3b318992292  23232f0e4868  fs/fuse kio_pcs: disable TRACE/DTRACE for release kernel
match  0f88e292482c  5650c7fd30a3  ms/sget(): handle failures of register_shrinker()
match  c8da18ea9dd0  a32465ad8c0d  ploop: avoid crash if ploop request has uninitialized preq_ub
match  3be155cf941e  f3e6016d87e2  vz_latency: don't account allocations in interrupts to random tasks
match  80efb8676d75  18eabd70c8c2  /proc/vz/latency: distinguish atomic allocations in irq from in task atomics.
match  b81f77d6f93a  0dbb16ed1c04  /proc/<pid>/vz_latency: Show maximal allocation latency in the last second.
match  e10e973d54d4  8c656a8d5a1e  /proc/<pid>/vz_latency: Add scheduling stats
match  89a543e3048f  4a570e308e56  ms/mm: assign id to every memcg-aware shrinker
match  fe496dfaa931  2a5d62d12f82  ms/mm/memcontrol.c: move up for_each_mem_cgroup{, _tree} defines
match  81ecb39da654  85e31d2990f3  ms/mm, memcg: assign memcg-aware shrinkers bitmap to memcg
match  527f5c8e75a0  194ccbec93bc  ms/fs: propagate shrinker::id to list_lru
match  0d175bf0e41f  fed5d3c51f21  ms/mm/list_lru.c: add memcg argument to list_lru_from_kmem()
match  e6a482c12d8a  fab294614171  ms/mm/list_lru: pass dst_memcg argument to memcg_drain_list_lru_node()
match  e6de1568c0da  ecf228e7ae82  ms/mm/list_lru.c: pass lru argument to memcg_drain_list_lru_node()
match  260d8c9ff991  e50b786e7b5a  ms/mm/list_lru.c: set bit in memcg shrinker bitmap on first list_lru item appearance
match  1bc940d8ddf2  e5acaab7095c  ms/mm/memcontrol.c: export mem_cgroup_is_root()
match  5997c36d77d0  bd665f34ab90  ms/mm/vmscan.c: iterate only over charged shrinkers during memcg shrink_slab()
match  78317747e147  2ed005e5753c  ms/mm/vmscan.c: generalize shrink_slab() calls in shrink_node()
match  e82ac704720b  95913d3c4515  ms/mm: add SHRINK_EMPTY shrinker methods return value
match  1442bb29a46a  edd1e3da109e  ms/mm/vmscan.c: clear shrinker bit if there are no objects related to memcg
match  dfb909b8716a  d6cb12877353  fuse kio: Cleanup in pcs_fuse_submit()
match  8896652ebaab  b101c2602a7d  fuse kio: Extract fiemap iteration from fiemap_worker() to separate function
match  fe40f929770e  d9978165ea0c  fuse kio: Move it variable from stack to struct fiemap_iterator
match  ebb792c8b895  f9b681c3e67e  fuse kio: Kill fiemap_worker() thread
match  84d01416f645  e1990dcb0093  fuse kio: Move position advance in fiemap_process_one()
match  67e095571ebc  aea2e3972755  fuse kio: Move fiter ireq iocount assignment
match  0b8e1d41d7ca  06db1fe09e4f  fuse kio: Introduce fiemap_work
match  2bb3b89205a0  6af1a7887dc9  fuse kio: Async queueing of fiemap from work
match  235751f04f68  d8cb3cba3115  /proc/vz/latency: Show max latency in 2 min instead of 5sec.
match  d049663e0466  d4125a4f0024  ms/mm: kvmalloc does not fallback to vmalloc for incompatible gfp flags
match  c4ed2879f2f9  53f4d476c6ed  mm/mempool: Use kvmalloc to allocate array of element pointers
match  cd9c823bed59  b41e1309d0f0  x86/kvm/vmx: suppress warning on high-order allocation
match  5052a7bb51ef  2563a4335cbe  ploop: kthread_create() errors processing
match  0857855b37e8  07158d458107  fuse kio: Do not zero already zeroed fields in pcs_find_get_map()
match  b1c97a7c152d  3284cb10ca4f  ms/unix: add ioctl to open a unix socket file with O_PATH
match  c1818f01cb28  1e3a830fdecb  mm/vmstat, io_acct: fix PGPGIN/PGPGOUT in container's /proc/vmstat.
match  9be53d33ec94  00270977b022  mm/vmstat: Add more vmstats in containers /proc/vmstat
match  f49800745095  5ee254a5ea0a  fuse kio: Do not zero already zeroed fields in pcs_sockio_init
match  ab4877fcd4b3  b270204b672e  pfcache: don't inherit vm_private_data on split and copy
match  b75b99c37a41  0d8e9a5835ce  fs/fuse kio_pcs: improve rpc to cpu binding
match  0dee9b0738e5  6f0688c57776  fs/fuse kio_pcs: time slice for rpc rebinding
match  0a706b1071ce  6838e761ae7f  IB/core: use kvzalloc to allocate ib_device
match  cad4c26c80df  893514c17c0a  ms/slub: Fix possible format string bug.
match  5529fe2de166  890d89805a7a  ms/slub: fix leak of 'name' in sysfs_slab_add
match  d9373b6d98bb  0b0b29a35208  ms/mm/slub: fix slab double-free in case of duplicate sysfs filename
match  d250a8a4da12  916c5b580d60  ms: Add braces to avoid "ambiguous ‘else’" compiler warnings
match  d0841966f1af  8a95a88d345b  mm/slab: use monotonic serial number for naming per memcg caches
match  3c71b63c6194  ba82d524f1ee  ms/slab, slub: skip unnecessary kasan_cache_shutdown()
match  b0363bacea5a  89c71c2fc260  ms/kasan: depend on CONFIG_SLUB_DEBUG
match  53a233b8b674  cc2de2470269  net: reorganize skb_gso_size_check() description to make htmldocs happy
match  754531d5775f  bddea09ea816  mm/init: hide most of start_kernel() from KAsan
match  aa223556b927  b30eb7e67650  md/bcache: add queue parameter to part_round_stats() call
match  8f685100efe1  3824ca1f76d7  mm: Fix int overflow in callers of do_shrink_slab()
match  da024814dcd5  1a639817e544  fs/fuse kio_pcs: fix race between req->end() and request_wait_answer()
match  71f4c75940b8  0074063ee8e1  fs/fuse kio_pcs: remove fuse destroy request
match  065891a1f0d2  6edcb8e8ce99  fs/fuse kio_pcs: drop rpc connection close in pcs_rpc_engine_fini()
match  3cfd90c1cc5a  783d23acc9de  x86/mm/kaiser: Fix build with CONFIG_XEN=n
match  187b199c9541  64f2c2a8ebdc  fuse kio: initialize batch in pcs_map shrinker
match  6ca8d0c6cbd4  7892f83fe55e  fuse kio: Add schedule_timeout() into pcs_rpc_fini_verify()
match  0b31ce762c74  79f70778088f  fuse kio: Do not get useless fuse.ko module reference
match  3f0ae5237cde  bf2d73516827  fuse kio: Revert fuse_request_free() changes
match  ab2b04558081  3bd4512a5f1b  fuse kio: Refactoring in fuse_show_options()
match  4b8a7c1bc65b  692adc5a53c8  fuse kio: Introduce cached_op
match  1cb00200bede  295737bbd2df  fuse kio: Reorder process_pcs_init_reply() and free memory on failure
match  536f6f90c156  957c5644f072  fuse kio: Fallback to plain fuse in case of version mismatch
match  8479b776d006  fb19eda6b32d  fuse kio: Protect struct pcs_rpc_engine::{unhashed, ht, nrpcs}
match  1752de3ee879  6de019fd65f8  fuse kio: Add debug printk into process_pcs_init_reply()
match  a74c75ad52d9  2d840d950645  fs/fuse: fix mutually exclusive flags in fuse_send_unmap()
match  dcee8dfae003  49199f84726c  fs/fuse: initialize req->io_inode in fuse_send_unmap()
match  9aba14823095  aad40398d60f  fs/fuse kio_pcs: split kpcs_req_send()
match  6ba7d4929643  e459ffe6dbf3  fs/fuse kio_pcs: prevention of falling kio reqs to usermode
match  dee1c429e57c  1d210361c01c  fs/fuse kio_pcs: fix double free of synchronous requests
match  3dee1feec0e4  e4e26d5f1ad1  fuse kio: Fix deadlock in kpcs_req_send()
match  bb60a2239241  8b743c8e71d9  fuse kio: Return possibility to handle files served in userspace
match  fa6ca0188edf  b53a17bab7a0  fuse kio: Fix spelling in process_pcs_init_reply()
match  ce2277e20e6d  dc52cd65e545  ms/x86_64, traps: Rework bad_iret
match  be3723681b42  15671311ebc6  ms/x86/asm/traps: Disable tracing and kprobes in fixup_bad_iret and sync_regs
match  bf96ef855cd9  c0f00d8f077d  ms/x86/asm/64: Clear AC on NMI entries
match  ef8a2cdf3ae8  5ae1d30ffcfa  fuse kio: Do not try to populate fuse_inode::private on second open
match  0cd039511ea6  e6b24e0fc24b  fuse kio: Differ fuse_pcs_kdirect_claim_op() return values
match  7a70c850dde9  94b5506de9a5  fuse kio: Refactoring in struct pcs_rpc
match  c2aa378d8f39  033ad53ca982  fuse kio: Port "ignore uninitialized CS addresses" commit
match  02c2171ce9d5  83e458f4d34e  fuse kio: Use __maybe_unused
match  bc7fbfdfa14f  fa895c360217  fuse kio: Use sio eof instead of parent to determ abort
match  92a5943ed884  d92b33eee5b5  fuse kio: Reorder callback assignment
match  32f52e994f60  d2cda502dae2  fuse kio: Add pcs_cleanup_wq
match  f8b09d4467b7  e85ec1be8e62  fuse kio: Destroy rpc in work func
match  b5fc1a84c910  77e63507e86f  fuse kio: Introduce pcs_sk_kick_queue()
match  8a01a7ac4a1a  161c630efc32  fuse kio: Dereference sk_user_data under rcu
match  213b91046d1f  6f57d2883bb1  fuse kio: Fix rpc socket leak on rpc_abort()
match  da145be2c6d8  9190ac442438  fuse kio: Hold pcs_rpc counter till sio may be freed
match  d4e10938c8df  5b08f6997ea7  ms/mm, mempolicy: migrate_to_node should only migrate to node
match  58c5beb95aac  2dc56b090ee7  fs/fuse kio_pcs: drop old mapping after size growth
match  6fc5e9484a64  39fe264f7bd6  x86,ia32: Restore 32bit personality
match  b231d247702e  45cc33b4ba9e  fuse kio: Stop self-abuse of rpc counter in rpc_queue_work()
match  39e69ff2545c  97d72572a487  fuse kio: Check for null ep in pcs_rpc_deaccount_msg()
