# command:
# git-check-rebase --meta rebase_3.10.0-1160.66.1.el7_rh7-3.10.0-1160.76.1.el7.meta --rows-hide-level show_all --columns full vz7.188.x:rh7-3.10.0-1160.66.1.el7..rh7-3.10.0-1160.66.1.vz7.188.11 vz7.189.x:rh7-3.10.0-1160.76.1.el7..2a709cd369f2 > rebase_3.10.0-1160.66.1.el7_rh7-3.10.0-1160.76.1.el7.log
#

<tag>  vz7.188.x     vz7.189.x     SUBJECT
match  e61ceee1eb23  03b9f7da1d94  ms/mm, compaction: ignore pageblock skip when manually invoking compaction
match  771bfbcf744e  572ed8a7b645  ms/mm/compaction: clean up unused code lines
match  1b0d17204ba2  f1ab27372288  ms/mm, migration: add destination page freeing callback
match  82589e0d1479  3b03856c4f7d  ms/mm, compaction: return failed migration target pages back to freelist
match  bb80a08eb63f  a9e509540223  ms/mm, compaction: add per-zone migration pfn cache for async compaction
match  0a2462b580d9  873501b8eac7  ms/mm, compaction: embed migration mode in compact_control
match  09ab2d4fc4b9  ed76e0bb6f06  ms/mm/compaction: do not count migratepages when unnecessary
match  f84490a942c5  dbe7fd458672  ms/mm/compaction: avoid rescanning pageblocks in isolate_freepages
match  361f896af500  d98af839a9f9  ms/mm: fix direct reclaim writeback regression
match  2b76ee029fc9  3ab6ec4c8c37  ms/mm, vmscan: add active list aging tracepoint
match  43cb80472c1d  36d2e0249804  ms/mm, vmscan: extract shrink_page_list reclaim counters into a struct
match  52f293631a5d  421882ccb25b  ms/mm, vmscan: enhance mm_vmscan_lru_shrink_inactive tracepoint
match  6373742bd274  13b25755d76b  ms/mm: throttle on IO only when there are too many dirty and writeback pages
match  242e67dcf1bd  4aaa9a38a3b1  mm/vmscan: collect reclaim stats across zone
match  53bfb71eaac6  86f03b11e2d1  mm/vmscan: Use per-zone sum of reclaim_stat to change zone state.
match  a3fb9e127da1  d514d3c9e82b  mm/vmscan: call wait_iff_congested() only if we have troubles in recaliming
match  04402ae4b21e  3a4ba8859381  ms/mm: memcontrol: simplify detecting when the memory+swap limit is hit
match  39b0e0e3caf3  824fa6a0fc96  ms/mm: memcontrol: fix transparent huge page allocations under pressure
match  031729874e91  2565cbb3164b  ms/memcg: refactor mem_cgroup_resize_limit()
match  eeb0de646d20  96581b99baa9  mm: try harder to decrease cache.limit_in_bytes
match  65872831e57b  7bce8988dac3  ms/mm/memcontrol.c: try harder to decrease [memory,memsw].limit_in_bytes
match  b7ff497b9bfd  6f869c522079  ms/dm crypt: replace RCU read-side section with rwsem
match  1dbaff49a5b1  9a04c47fdda1  mm: fix memory cgroup leak in case mem cgroup gets offline before kmem counter is 0
match  6d4c446d50db  e85419dd2d61  configs.OpenVZ: add minimal kernel config for a KVM VM
match  7e4d9c633a26  6e6128bb3289  mm/memcontrol: Fix memcg swpin/swpout stats accounting
match  8fc0f644499a  a0466c2a58a4  ms/net: don't wait for order-3 page allocation
match  31ff6fbdda83  c853e573164f  fs/pipe: Use kvmalloc for pipe buffers
match  882f5aa87944  addadf8008d6  ms/x86/kvm/vmx: do not use vm-exit instruction length for fast MMIO when running nested
match  b7117c9d8e26  1c1904c260bf  ms/inotify: Extend ioctl to allow to request id of new watch descriptor
match  fdbdfc5bb7f0  cb3a68954ea8  configs.OpenVZ: more options to disable
match  570d81df78cb  02648fcb784e  ploop: don't forget to dec preq->io_count on a error path
match  bfaefa78bf45  3f971947d130  fuse: add a new async operation to unmap regions
match  a7a84aa32c6f  5e73062dd89c  ploop: handle discard requests via fallocate
match  200fda06ca87  5090bc1304c0  ploop: allow to set discard granularity and alignment attributes
match  fb335e8f49ef  76c0b37b2569  ploop: give aligned regions into fuse fallocate()
match  a70883b70c5f  c6b7dfff41e4  ve/kstat/alloc_lat: Don't separate GFP_HIGHMEM and !GFP_HIGHMEM allocation latencies
match  18d18dd2cff1  292c2db11898  ve/vzstat.h: move some kstat definitions into new header
match  200452e8dac0  43f5d84a6a96  ve/page_alloc, kstat: account allocation latencies per-task
match  02c6d0caf65a  0512d893fa0a  ploop: kaio_kreq_alloc specify nr_segs
match  9a9c6c9a37c9  4f71f98112fb  ploop: kaio_io_page switch to bvec iter
match  aa61126fe241  41db3fed4b2f  ploop: io_kaio remove direct_IO_page requirement
match  7d7191532fc5  8c104a7be785  fuse: remove direct_IO_page
match  8beae2066e5c  c8ce76854b7a  fuse: assert i_size boundaries for fuse_direct_IO_bvec
match  a5a6d978b31c  80202ed019d9  fuse: separate iqueue for clones
match  634704d9de9b  78ed66164194  fuse: add kdirect io engine v0.1
match  ca27f2ca2baf  a11b0811001f  fuse kio: minimal noop engine skeleton
match  b20d63385350  b802aff25275  fuse kio: Add nullio engine
match  ab20b81ba448  1aee3e595bcb  fuse kio: Add pcs engine combo v0.8
match  f2fe8e494d82  2af1e8b4feba  fio kio: PCS unblock writepath
match  00db27b4fc14  a576e705c881  fuse_kio_pcs: implement truncate
match  8e5f30d52f31  09a47ae16fdc  config.OpenVZ: enable modules for in-kernel fast path for vStorage
match  6ad87821571b  8ba3599a3285  ve/tty: Provide interface for current tty inheritance
match  0cba1f99d548  f7b6e18a82f2  ve/kstat/alloc_lat: Initialize alloc_lat to zero at start
match  34bbb20a17f5  3d6235116ed1  ve/fs/proc: Make per-thread and per-process allocation latencies.
match  75318cf443af  b96fec14a8e0  mm/memcg: Don't charge anon pages as cache
match  4f2ee80a8168  40e7e88972c5  mm/memcg: fix overcharging in cgroup try_charge() for !cache_charge
match  fda4ebf4597d  c1398b40c6be  ms/[media] drxk_hard: fix bad alignments
match  7dee057fa8ef  8636860f379c  fuse kio pcs: implement logging and prometheus statistics collection v2
match  fdcaac0819c4  36b57193dcb9  config.OpenVZ.minimal: disable CONFIG_X86_DECODER_SELFTEST
match  3502d5095c14  9511ac77fd08  ve/cgroup: Get correct VE init css when ve init_task is moved to child cgroup
match  717c91227d96  be49da04d860  sched/ve: Link VE root cpu cgroups in separate list
match  04ab389cdec9  f0807ee69ef6  sched/ve: Do not show loadavg in child VE cpu cgroups
match  5ae217591a93  c82b5c9cb093  sched/ve: Iterate only VE root cpu cgroups to count loadavg
match  9ebfc46c7d71  6862b3b497c9  sched/ve: Use cfs_rq::h_nr_running to count loadavg
match  fa9fd4b2e4c1  8bf617b20e49  ploop: Discard bios of size not aligned at 512 bytes
match  dbf7751e26ea  c03163f55592  fuse kio_pcs: ignore special inodes
match  09d0fe2d1c64  2c51a1434504  fuse pcs_kio: fix page zeroing beond EOF
match  9c8a9ea41af4  80da9c2abac9  ploop: add a standby mode
match  ca1c2a1ee756  1a02f2e53409  ploop: move discard_* attributes in the tune_attributes group
match  c80c38cd4362  97276a823848  mm/memcg: fix margin computation for kmem limit.
match  c18e49939e4f  b887d3243525  mm/tcache: Reset index before repeating invalidation
match  313cfcfc0d0b  1824f1d18658  mm/tcache: initialize 'repeat' variable only once
match  4917682c7f59  55365a6fbee3  config.OpenVZ.debug: disable kcov code coverage by default
match  e98f80620a4c  29e92cb841f5  ms/x86/ACPI/PCI: Recognize that Interrupt Line 255 means "not connected"
match  ca2e7e7c8fc5  a58f14f2943d  net/setsockopt: switch high order allocations to kvmalloc() in do_ip_setsockopt()
match  69bd0f767a77  2484ffb4c43a  mm: introduce kvmalloc_check() for safe calls to kvmalloc()
match  aa1a2a99b273  06107618bcf5  net/sock: teach sock_kmalloc() to call kvmalloc() when possible
match  679a9285bce2  67c5d8d5944c  ve/kthread: pass ve to __call_usermodehelper_exec
match  f436b6d4e4a4  c2dbf371215a  ve/kthread: fix race when work can be added to stopped kthread worker
match  6a3169bcbf6d  91bfc1336fd5  x86/cpu: compilation fix for CONFIG_PAGE_TABLE_ISOLATION disabled case
match  1217f585005b  5793095a4b6b  ve: fix reading container state from cgroup
match  f624dcc0628a  810b6640bd6d  cnic: use kvzalloc to allocate memory for csk_tbl
match  418084b70aee  687db604a958  bnx2x: suppress warnings on DMA memory allocation
match  bb0e7d660e71  b12853e347b0  bnx2: use kvzalloc() to allocate certain internal data
match  3f5fba7647ff  f31209848b5c  net/drivers/i40e: suppress high order allocation warning
match  af5e760c78bb  5302d860300b  drivers/igb: increase link detection timeout up to 5 sec
match  6ed22d843473  d27b1ddf8a98  bonding: show full hw address in sysfs for slave entries
match  eee9202cc586  a572461ee943  net/drivers/i40e: suppress warning on skb linearization
match  acacc048516c  9d0595c7dc43  drivers/igb: increase link detection timeout up to 10 sec
match  012891bbf319  3b3937a3e0be  ms/ipv6: fix backtracking for throw routes
match  917060792506  b602d54641db  net/sctp: Replace in/out stream arrays with flex_array
match  822dd7ebce34  3d72d00165a3  ms/dccp: defer ccid_hc_tx_delete() at dismantle time
match  948f867c3f45  f14ca25564ff  ms/dccp: Unlock sock before calling sk_free()
match  f3960be83210  1f1dcce2edd4  net/dccp: fix use after free in tw_timer_handler()
match  e6be1a15beec  45fda927043c  ms/dccp: purge write queue in dccp_destroy_sock()
match  cc2ede301825  997f7f8e6f68  fasync: Fix deadlock between task-context and interrupt-context kill_fasync()
match  133bbe94b30d  b44367d57465  ms/objtool: Fix memory leak in decode_instructions()
match  0d5dcc3a67ef  ca00be9c4ce9  ms/x86/xen: fix upper bound of pmd loop in xen_cleanhighmap()
match  df9e7ce02877  76d4f4104f61  ms/arch/x86/kernel/ptrace.c: Remove unused arg_offs_table
match  69775897c0c8  11a4245299d2  ms/Disable the __builtin_return_address() warning globally after all
match  bb014121e955  afd2d7c33b34  ms/ACPI / video: remove unused device_decode array
match  55db8b57fc4d  621e80553764  ve/kernfs: implement ve-based permissions
match  75533570fe19  2fd7b8d75139  ve/kernfs: fix lookup for kernfs superblock
match  f57d3b6b68c1  ec10a05cbb85  ve/kernfs: hide forbidden entries in container
match  16b63645730c  d6a19311979c  ve/kernfs: add new interface to control per-VE nodes visibility
match  f27b8c50dacc  fadc4ed6820b  ve/sysfs: add dentries visibility filter
match  fbf98f8ec393  7e2fdf054532  ve/kernfs: export kernfs_perms_set() helper
match  4f0dfceee96d  4879f6921555  ve/sysfs: relax sanity check for ns equality in kernfs_find_ns()
match  54776c8c5448  e0d59321aaac  ve/sysfs: generic sysfs_set_def_perms() helper introduced
match  683f2b99eb11  135606a78c97  ve/module: export sysfs dentries in containers
match  7d4f67dca0b2  956fb504f84f  ve/fs: allow mount fs in init userns if it's mounted in another userns
match  4ac305a0989c  bb57a34a036a  ve/fs/namespace: allow submounts in non-init userns
match  92c8024f6d3e  407051ec6fbf  ve/sunrpc: enable rpc_pipefs mounts inside non-init user namespaces
match  e4eebb7c0dc5  2e22ef7b889b  ve/mount: allow pseudosuper to temporary exceed the container limit
match  141ac4d7f041  0f80091cb28f  ve/devmnt: initialize s_mode before deactivate_locked_super to suppress warning
match  32d2eb66551d  ffe5dbfd4769  ve/net/neighbour: per-ct limit for neighbour entries
match  280d29d4ac07  d2d0f3900fbc  ve/sunrpc: prohibit mounting rpc_pipefs in CT without nfsd feature
match  aa550567d424  797ecf967be0  ve/meminfo: show "MemAvailable: ..." line in CT's meminfo
match  b6227d7fe828  7462431ac995  ve: prohibit opening proc/self/exe from VE for VD_VE_ENTER_TASK
match  625f96b820b1  0d677634c74b  ve/net: warn in case a Container hits ve::netif_max_nr
match  5cb88c5f772f  b745c336e5b6  ve/net: allow to change max number of net devices for running CT
match  e88b95637016  1f715647c5fa  ve/netfilter/ipset: allow nfnetlink_queue module autoload
match  db5043b92df5  55c0e641de1a  ve: don't hide cgroup mount root from pseudosuper
match  5f75e6ffdc0c  b2201c838a53  ve/capability: introduce capable() wrapper which honors CT features
match  7d4db328b2a5  5189dc2d7739  ve/time: introduce CT feature to allow setting date/time
match  e90529543dba  49ff949f0ae3  ve/time/ntp: allow CT ntp adjustment time tuning under VE_FEATURE_TIME feature
match  26d3fb528607  52238bd0ab48  venetdev: drop src_lh/dst_lh lists from veip_struct
match  506e5ba71f42  28247d67ab38  venetdev: fix race between veip shutdown and add veip entry
match  3255490a2c2b  7b50feb05611  cifs: drop unused mapping_table_ERRHRD
match  5b76ce0e6d10  77b0740eb108  ms/ACPI / dock: Drop dock_device_ids[] table
match  aea01f610994  0f5acb1dc506  ms/rtnetlink: remove unused ifla_stats_policy
match  28bd9dd8e5d7  367b2b14a068  ms/net/rtnetlink: remove dead code
match  b70cfd747068  472d6f496689  ms/net-sysfs: remove unused fmt_long_hex
match  1988694f7626  9a02bc07dc61  ms/memstick: mspro_block: add missing curly braces
match  1439deaae3e1  9351d2c95967  ms/tty: nozomi: avoid a harmless gcc warning
match  798435affea1  d3102b85fda4  ms/staging: rtl8712: fix some confusing indenting
match  3824647d9217  67bc81e6b950  ms/x86/mm: Disable various instrumentations of mm/mem_encrypt.c and mm/tlb.c
match  537defee632f  9449c3e8cb1e  ms/mm: fix mapping_set_error call in me_pagecache_dirty
match  63c26da8d5bc  d8afd73cf789  ms/fs: check for writeback errors after syncing out buffers in generic_file_fsync
match  ab7a6bd3a36b  e7cac05d4404  ms/jbd2: don't clear and reset errors after waiting on writeback
match  744fea9fbeb8  6e72cd6da21c  ms/mm: clear AS_EIO/AS_ENOSPC when writeback initiation fails
match  8c3418939da9  101e31bc3cac  ms/mm: don't TestClearPageError in __filemap_fdatawait_range
match  0f3cf0d7555c  2cab65341c39  ms/lib: add errseq_t type and infrastructure for handling it
match  ef7d6ef6b3ac  f687d15f8492  ms/fs: new infrastructure for writeback error handling and reporting
match  a481850105fa  aa83659be551  ms/mm: set both AS_EIO/AS_ENOSPC and errseq_t in mapping_set_error
match  08faf36732b0  edaac068069d  ms/Documentation: flesh out the section in vfs.txt on storing and reporting writeback errors
match  685a5363416d  9d8ed5fe4151  ms/dax: set errors in mapping when writeback fails
match  66363aa0a7df  3a7ae1987b39  ms/block: convert to errseq_t based writeback error tracking
match  240d4333cf2a  d3207b416056  ms/ext4: use errseq_t based error handling for reporting data writeback errors
match  db8ebb602471  9cb3f5e03cbd  ms/xfs: minimal conversion to errseq_t writeback error reporting
match  574431fac7a2  d8cf0a7e37ea  ms/btrfs: minimal conversion to errseq_t writeback error reporting on fsync
match  fa5a209676ee  19720ec82807  config.OpenVZ.minimal: enable conntrack netlink interface module
match  39c4c0e9c2fc  5a8aba3984cf  net: Change number of netlink repair
match  dc99b382c37f  1d58cbc32186  kernel/lockdep: allow lockdep_set_no_validate_class()
match  0e40ce82eeb0  be5ce65089b5  fuse/kio_pcs: support FUSE_FSYNC
match  9a9b3595c946  cd5c1764066c  fuse: support FS_IOC_FIEMAP in i386 compat mode
match  87488cc4bef3  068c39660f14  fuse/kio_pcs: adapt prometheus statistics to current vstorage state
match  e040f842a88d  1677e1a50a18  fuse/kio_pcs: fallocate support at low pcs protocol level
match  92ee0b3899ef  6f39d8e8e709  fuse/kio_pcs: full fallocate() support
match  3d754b03e899  0a60276b1af7  fuse/kio_pcs: FIEMAP support
match  1a909d76ebcf  1cd8be942138  fuse/kio_pcs/pcs_map: fix process_flush_req lock leakage
match  d61890aa0132  2338e762a662  ms/Revert "mm: page_alloc: skip over regions of invalid pfns where possible"
match  8437cb6b3bec  c8173b9fce7e  ms/fs: Don't leak MNT_INTERNAL away from internal mounts
match  cd3a22aaedc2  d33175996f8c  sched/rt: Stop for_each_process_thread() iterations in tg_has_rt_tasks()
match  9aec577e719e  6905c860b3c5  ms/sched/autogroup: Fix failure to set cpu.rt_runtime_us
match  685a7d13cd9e  b7370dd06648  mm/vmscan: shrink slabs from offlined cgroups
match  bc22f59b22cf  3a143dd7c506  mm/memcontrol: try to free all memcg during offline
match  ae5ec62ee026  d8de077d4108  fuse/kio_pcs: read is broken by FIEMAP patch
match  f6e3c1021355  b5e3427dd6ce  fuse: pcs_kio cancel requests after fused crash
match  597c3f35cc7e  cbe9e1902328  blkcg: implement bio_associate_blkcg()
match  34808e15f28e  7a41059cf1d3  cpuid_fault: Log table updates
match  419c7e987b9c  caa333c532d1  ms/relay: Use per CPU constructs for the relay channel buffer pointers
match  cbcdd6fa6239  dce0ba177ba4  ms/tty: limit terminal size to 4M chars
match  e66e8acac523  ffe3f0743f61  tty: use kvmalloc for screenbuffer allocation
match  923a418cd70e  3cfd31e71db4  fuse/kio_pcs: use kvmalloc for pcs_fuse_cluster allocation
match  9eef10e03795  b8d6d18da149  ms/nfsd: more robust allocation failure handling in nfsd_reply_cache_init
match  9baae32c291a  f98da8d0b5cb  nfsd: use kvzalloc() to allocate memory for drc_hashtbl
match  a55191add9b0  c9fb4555ca04  fuse: Try automatically load kio module
match  29bc6f69754d  4eb5078ba883  kio: Stop always breaking connection in pcs_sockio_send() in case of EAGAIN.
match  5815fbb56d0b  22343224eade  fs/fuse: move FUSE_SUPER_MAGIC to magic.h
match  d6852120a672  a7a5491b64ce  fs/fuse kio_pcs: check fuse_conn args
match  72031aa3cd71  6250aed3f6d3  fuse kio_pcs: ports from new user-space
match  8f4b15f03125  3d1dddb79564  mm/tcache: fix rcu_read_lock()/rcu_read_unlock() imbalance
match  1744540edb79  d7a58365ed39  fuse kio: Do not requeue requests when connection is dead
match  6a66845e74fc  bd9bbcc4c8e8  fuse kio: Declare pcs_sockio::parent type
match  c045ffd304d4  bfd09d6a7421  fuse kio: Cleanup in struct pcs_rpc
match  b0428f22410a  915769fad17c  fs/fuse kio_pcs: remove s_subtype check
match  2566392fe963  d63ba5dbdd09  fs/locks: add more info for unexpected lock
match  b9a05a245421  e0d8281c08a8  fuse kio: Introduce fast path protocol version,
match  740d48ed7899  b19610f7cb62  fuse kio: cleanup in token enqueue
match  d4dcc4cceca7  6959178f9c98  fuse kio: invalid assertion
match  b0e495c34e04  7e5f8af26f37  fuse kio: Remove useless code in pcs_cs_destroy()
match  f94ca6e5ec1b  3c4eb6f9157c  kernel/panic.c: don't dump_stack() in add_taint()
match  78217c703ab8  638f17c58a4f  fuse kio: Introduce pcs_cs_list_of_cs_link()
match  2a3289832669  27ad0a203210  fuse kio: Fix potential use after free
match  96661b0a3dbe  15e41f737602  fuse kio: Fix possible use after free in cslist_destroy()
match  df026c31d8d6  18c39379da7b  fuse kio: Introduce pcs_cs::use_count instead of ::is_probing
match  5d03f60e9abd  c164d62cbec3  fuse kio: Wait till cs is unused in pcs_csset_fini()
match  c0a0070c3c4f  84a1608faab6  fuse kio: Change order around pcs_map_notify_addr_change()
match  68d2269f2a60  c66ec32ed7e7  fuse kio: Fix fix deadlock during change CS address
match  1c6fced56e48  47e0fb481ded  fuse kio: Fix dereferencing of NULL cs in map_replicating()
match  de3e9aeb217d  1898f2b1ee46  fs/fuse kio_pcs: some cleanup ireq_on_error_()
match  07688ea71028  21c82f4ab8fb  fuse kio: Handle fuse_map_resolve() failure in pcs_map_queue_resolve()
match  ace005c2c48c  f7fe1b6f0719  fuse kio: Arrange rcu modifiers around accesses to pcs_cs_link::cs
match  324d324da47a  0ab3950758d3  fs/fuse: disable optimization fuse and kio_pcs in debug kernel
match  87b790f950fe  11e7dca55bbc  fuse kio: Use dereferenced cs in cslist_destroy()
match  8c79ac5e6a22  023a0aa9fe60  fuse kio: infinite loop in processing congestion queue
match  fd07c4bb1141  e05f133ded4b  fs/fuse kio_pcs: move pcs_ireq_queue_fail()
match  b46a6ad5d952  15b57ca84b94  fs/fuse kio_pcs: handle error of submit_size_grow()
match  a192c3538c09  c5742f2d0f40  fs/fuse: export fuse_release_ff() and fuse_write_file()
match  b04ee24b2e37  855cb8506294  fs/fuse kio_pcs: pass the file handle for FUSE_SETATTR request
match  1b610af0fbdb  e06c18dd4aa4  fs/fuse kio_pcs: fix double unlock of m->lock in pcs_map_get_locked()
match  9194ca604ed9  5d2b8fd48949  fs/fuse kio_pcs: fix out of bounds roles_str[] array access
match  74d792072ab5  40c557d3fb23  fuse kio: Delete excess unlist in pcs_csset_fini()
match  545823c3281e  084e5c65408a  fuse kio: Do not NULL used pcs_cs_link::cs during connection destruction
match  ec8337ca60f1  4becbaadff13  fs/fuse kio_pcs: fix NULL pointer dereference in cs_keep_waiting()
match  e7b1ae40d298  f126a49bf06a  fs/fuse: remove extra check for empty active_list
match  091a544c42a3  2bf2588ee18e  ms/errseq: rename __errseq_set to errseq_set
match  ce949fe0755a  1320419ebb64  ms/Documentation: add some docs for errseq_t
match  d3433acfcfbe  d6e723822eca  ms/mm: consolidate dax / non-dax checks for writeback
match  ae87b671e2cd  38ae6fc1ccc8  ms/mm: add file_fdatawait_range and file_write_and_wait
match  da0845378358  1342eed367be  ms/fs: convert sync_file_range to use errseq_t based error-tracking
match  4d1434e29364  941f86d64a9f  ms/mm: remove optimizations based on i_size in mapping writeback waits
match  45a4eb38bcdd  5f77d8abc415  ms/errseq: Always report a writeback error once
match  a4a75c20dbcb  d9b61b58a758  ms/fs: use mapping_set_error instead of opencoded set_bit
match  c93e242cf929  8927fe67fe65  ms/mm: have filemap_check_and_advance_wb_err clear AS_EIO/AS_ENOSPC
match  d22873ba0369  623b01581e95  fuse kio: Wait pending requests on final fput()
match  1b58ca8b2792  473b24ffdc00  fuse kio: Place more pcs_cs_link::cs under rcu dereference
match  eb5d894a9cd1  8aedc5456c25  fuse kio: Add comment to fuse_release()
match  251e58e73989  70d639d46ab3  fuse kio: Add missed spin_lock into sync_timer_work()
match  95438b46f214  fec70904906e  fuse kio: Fix unbalanced queueing and dequeueing pcs_map_entry::sync_work
match  bd470ab0980e  6bfd00a03c9e  fs/fuse kio_pcs: add more traces for cs requests
match  d14c8dddc3ee  eb674f2d838f  fuse kio: Get msg size in second argument of pcs_sockio::get_msg()
match  f6b4e34f6272  41fb62ac80a4  fuse kio: Skip processing of messages above PAGE_SIZE size
match  03f6b97e5a11  b4deb4aa21d2  fs/fuse kio_pcs: mapped requests have map version preinitialized
match  37da5104bbd3  0c237bb866b0  fuse kio: support unix socket for local CSes
match  efbcdc57655f  415b866e9d2f  fs/fuse kio_pcs: handle old map in pcs_cs_submit()
match  0f5ac62b2708  332ad702cadc  fs/fuse kio_pcs: fix missing hbuf.uid update for ireq split case
match  76fdddb5bdd1  d19edc366c47  uprobes: Fix the memcg accounting
match  61f62fd448a3  b288716ede1a  mm/memory: Don't charged cowed private pages as cache
match  4978347511d9  22200c41e981  fs/fuse: set inode entry for FUSE_FLUSH request
match  b22e31eae5e5  96e87edff1eb  fs/fuse kio_pcs: add handling FUSE_FLUSH in kio_pcs
match  c9ca297d7c14  342014ae72fd  fs/fuse kio_pcs: increment PCS_FAST_PATH_VERSION to 1.1
match  c9ea9dc9db5f  b90d20a13497  fuse kio: Check returned FUSE_SETATTR size
match  ffe89237a3e3  24ef9743bd41  fs/fuse kio_pcs: enable traces for cs sync
match  00daf747f68f  a050350e5216  fs/fuse kio_pcs: replace pr_info() with ktrace for ireq fatal error
match  9989b6a7a45a  c9aa73785fe2  fuse: Teach fuse_blocked_for_wb() handle no files case
match  3aa7c13d5ede  4f333af49aae  ms/x86/efi-bgrt: Replace early_memremap() with memremap()
match  f1d64e67fe05  80ddda84b6b5  fuse kio: error PCS_ERR_CSD_LACKING is non-fatal
match  fa820cc47e65  6a362e2694cb  mm/tswap: fix lockup in tswap_evict_page()
match  6c9af04dc431  4e98e6af6f63  fs/fuse kio_pcs: fix grow work execution with zero
match  fce6fd885366  65f29190837f  ms/lockd: fix "list_add double add" caused by legacy signal interface
match  c28c816e57da  3581a972d68a  ms/proc: do not access cmdline nor environ from file-backed areas
match  c77ae3b437a8  83927a687ef3  fuse kio: Make KIO to require writeback_cache
match  70f58785abfd  536ef7bd9758  fuse: Refactor fuse_open_common()
match  69990232a3d6  691ff0f13921  fuse kio: Read file attributes every first open
match  bbd8651be256  b435dc27b11d  IPoIB: use kvzalloc to allocate an array of bucket pointers
match  b4ffbdb20b6c  2ac217d0fa45  fuse kio: missing local client ID initialization
match  e1920e2fbfd0  0f76d9b848d4  fs/fuse kio_pcs: bugs in integrity protocol for fallocate
match  4c8d55b6aa83  02160ffe54fb  fuse: Relax BUG_ON() in fuse_direct_IO_bvec()
match  becea0a7742b  0a12990ca31d  fuse kio: Fix NULL pointer dereference in pcs_map_get_locked()
match  ab4d020c5211  c775f6cf33f0  fs/fuse kio_pcs: fix NULL pointer dereference inside a dead map
match  10d27190ced6  a70f06856d84  rcuupdate.h: Switch to READ_ONCE and fix NULL-deref in __task_pid_nr_ns() again
match  0780c22d7595  6039139163fe  fuse kio: Make struct fuse_inode::num_openers int
match  2795e8489e16  e6f7f44ead82  mm/memcg: Bypass charges to offlined cgroup
match  bf98483ffb8e  766443c779f0  mnt_ns: introduce global list of mount namespaces for debug
match  0ac98b8d4e3c  787911f5c06e  fuse kio: logging improvements
match  ab23eb7aea2e  0f54eaf745db  fuse kio: avoid spurious uncork setsockopt on unix socket
match  fa6d4812f7d7  e90a98833f46  fuse kio: control internal tracing with module parameter pcs_loglevel
match  fd7e1c430783  d33beb028d2e  cgroup: fix css_tryget() to not succeed on offlined css
match  a8d9c8dd3a27  229c79e9e9ea  sched: Make calc_global_load() return true when it's need to update ve statistic
match  68178c46025c  89824556fe35  sched: Export calc_load_ve()
match  d6ee5862bc1d  cdf53073700c  sched: Call calc_load_ve() out of jiffies_lock
match  3cc505d7004d  f50873f40777  sched: fix cfs_rq::nr_iowait accounting
match  a80f48887ef3  6472a49855dd  kernel/sched: Use kvzalloc to allocate the array of ctl_tables
match  76b84815a011  168b717dc40c  ve/cgroup: do not link a CT cpu cgroup twice into ve_root_list
match  80598f5fda9c  9b7903af7728  proc/cpu/cgroup: make boottime in CT reveal the real start time
match  b4d656ba091c  913e95542940  x86/microcode/intel: hide warning on high order allocation for microcode area
match  796d1d23a163  67697a2d1ec1  fs/fuse: add non-blocking request flag
match  2739a82fd49f  c375c8d89b08  fs/fuse kio_pcs: throttle async KIO requests
match  01f9fc547482  dd78087dbea1  fuse kio: kio must not fail when not being able to claim a file
match  7cbbe23aeb9b  1a37a91486ab  fs/fuse kio_pcs: style fix in pcs_fuse_submit()
match  294d0faad909  cb1d8fc3b41f  fs/fuse kio_pcs: fix NULL pointer dereference in pcs_flushreq_complete()
match  0d78b7b922c2  578363f98740  mm/memcg: don't swap cgroup's pages during offline
match  393af328b16d  8c1a9be72450  fuse kio: Move map_chunk_start() and map_chunk_end() checks
match  bdaf8c87dfaf  d7456505a6ee  fuse kio: Allocate pcs_map from kmem_cache with SLAB_RECLAIM_ACCOUNT flag
match  3ae19b4199d0  fd350253e9e8  fuse/kio: Add socket io fault injection
match  f1b0aa515edf  90ec59a2afcb  bc: implement ubc "numproc" limit based on pids cgroup
match  b59c9fc3da5f  8aa7ef89ea87  ms/rpc_pipefs: fix double-dput()
match  f5605dc273df  83c4bde8d15e  rh/fs/dcache.c: Revert "fs/dcache.c: add cond_resched() in shrink_dentry_list()"
match  a904bd0c0680  b934e609554c  fs/fuse kio_pcs: missed *msg_size setting in rpc_get_hdr()
match  9da47edeaaa8  2ae5e1b0a405  config.OpenVZ.minimal: add some hardware drivers support
match  16e6dc5bdc37  2c36309ea801  ploop: store exec_ub in ploop request and use it while processing requests
match  9e3c20bd9f96  61ee8cc6d8e2  block: store exec_ub on struct request and use it
match  f7dbe5cf4ac5  c3b318992292  fs/fuse kio_pcs: disable TRACE/DTRACE for release kernel
match  8c660f866852  0f88e292482c  ms/sget(): handle failures of register_shrinker()
match  73c78e1b8cfe  c8da18ea9dd0  ploop: avoid crash if ploop request has uninitialized preq_ub
match  9b494805eabb  3be155cf941e  vz_latency: don't account allocations in interrupts to random tasks
match  90ed269244ef  80efb8676d75  /proc/vz/latency: distinguish atomic allocations in irq from in task atomics.
match  1f7a4ea92d2b  b81f77d6f93a  /proc/<pid>/vz_latency: Show maximal allocation latency in the last second.
match  65edb709d3d9  e10e973d54d4  /proc/<pid>/vz_latency: Add scheduling stats
match  43c4d1e8f2de  89a543e3048f  ms/mm: assign id to every memcg-aware shrinker
